Symbol,Word_Embedding_Dim1,Word_Embedding_Dim2,Word_Embedding_Dim3,Word_Embedding_Dim4,Word_Embedding_Dim5,Basic Materials,Consumer Discretionary,Consumer Staples,Energy,Finance,Health Care,Industrials,Miscellaneous,Real Estate,Technology,Telecommunications,Utilities
BLW,-0.011540365,0.19869748,-0.05872488,0.026202822,0.04609201,0,0,0,0,1,0,0,0,0,0,0,0
BLZE,-0.072706535,-0.110582374,0.16672823,-0.13264415,0.1837996,0,0,0,0,0,0,0,0,0,1,0,0
BMA,0.08150792,-0.004074645,-0.05785606,0.064630106,0.03819988,0,0,0,0,1,0,0,0,0,0,0,0
BMBL,-0.124141455,-0.119022295,0.16775875,-0.09946523,-0.15876022,0,0,0,0,0,0,0,0,0,1,0,0
BME,0.032053925,-0.10887556,-0.08619039,0.09672835,0.047346998,0,0,0,0,1,0,0,0,0,0,0,0
BMEA,-0.12012847,-0.066877864,0.041033745,0.053242277,0.02157333,0,0,0,0,0,1,0,0,0,0,0,0
BMI,-0.075703904,0.11989327,-0.13575092,-0.10203557,-0.07711957,0,0,0,0,0,0,1,0,0,0,0,0
BMRA,-0.15716001,0.1642656,0.107232496,-0.11042626,0.060066175,0,0,0,0,0,1,0,0,0,0,0,0
BMRC,-0.11668801,0.10718076,0.124752596,-0.07919252,0.16560188,0,0,0,0,1,0,0,0,0,0,0,0
BMRN,-0.035954405,-0.035210133,-0.17607054,-0.013959241,0.005138183,0,0,0,0,0,1,0,0,0,0,0,0
BMY,-0.073183395,0.075246096,0.1491222,0.1674658,0.032866813,0,0,0,0,0,1,0,0,0,0,0,0
BN,0.029333401,0.050662063,0.123694584,-0.17167982,-0.13246897,0,1,0,0,0,0,0,0,0,0,0,0
BNED,-0.072699785,0.032364845,-0.1875377,0.04712994,0.048493266,0,1,0,0,0,0,0,0,0,0,0,0
BNGO,-0.06286953,-0.19630444,-0.19529757,-0.05182018,-0.19203854,0,0,0,0,0,1,0,0,0,0,0,0
BNIX,-0.005456639,0.028364683,-0.1025213,-0.11551187,-0.10573683,0,0,0,0,0,0,1,0,0,0,0,0
BNL,-0.11082344,-0.13650057,0.080580994,-0.1363713,-0.17429836,0,0,0,0,0,0,0,0,1,0,0,0
BNOX,-0.10280566,-0.16795918,-0.055638887,0.06883583,0.08585606,0,0,0,0,0,1,0,0,0,0,0,0
BNTC,0.17531212,-0.105326414,-0.027014326,0.14346924,0.008271528,0,0,0,0,0,1,0,0,0,0,0,0
BNY,-0.10483606,0.15114324,0.1922561,0.050432466,-0.10888515,0,0,0,0,1,0,0,0,0,0,0,0
BOC,-0.07115762,0.092186764,0.03680115,0.006576991,-0.18978727,0,1,0,0,0,0,0,0,0,0,0,0
BOCN,-0.018404817,-0.19724882,-0.062938616,0.14197806,-0.093043804,0,0,0,0,1,0,0,0,0,0,0,0
BOCNU,-0.15595953,-0.19701743,0.14009932,0.14065671,-0.17282915,0,0,0,0,1,0,0,0,0,0,0,0
BOE,0.04544449,-0.11067097,-0.0406106,-0.004809546,-0.010086966,0,0,0,0,1,0,0,0,0,0,0,0
BOH,-0.060408972,-0.13129875,-0.030868698,0.044859935,0.100176886,0,0,0,0,1,0,0,0,0,0,0,0
BOKF,-0.08476718,0.030203199,0.003995562,0.0745971,0.13467248,0,0,0,0,1,0,0,0,0,0,0,0
BOLT,-0.112488724,-0.019784093,0.14345741,-0.13411756,0.12898584,0,0,0,0,0,1,0,0,0,0,0,0
BOOT,-0.19087991,0.15093306,0.0457613,0.09724522,0.13018751,0,1,0,0,0,0,0,0,0,0,0,0
BOTJ,-0.10743053,0.025302434,0.12752394,-0.082177594,0.07007895,0,0,0,0,1,0,0,0,0,0,0,0
BOWL,0.05738487,0.04246769,0.13116965,0.18969378,0.14473002,0,1,0,0,0,0,0,0,0,0,0,0
BOX,-0.19095457,0.022245789,-0.19402817,0.07575216,0.1603394,0,0,0,0,0,0,0,0,0,1,0,0
BOXL,-0.062533095,-0.019626236,-0.054257177,-0.15318945,0.19792926,0,0,0,0,0,0,0,0,0,0,1,0
BPMC,0.12699623,-0.035107754,-0.19299142,0.10354569,0.13416073,0,0,0,0,0,1,0,0,0,0,0,0
BPOP,-0.033474613,0.099569246,0.17494412,0.1321191,-0.08381188,0,0,0,0,1,0,0,0,0,0,0,0
BPOPM,-0.16766126,-0.03455875,0.007133531,0.11357059,0.19469874,0,0,0,0,1,0,0,0,0,0,0,0
BPRN,-0.033319592,-0.056083392,-0.17936818,0.14288895,0.17323008,0,0,0,0,1,0,0,0,0,0,0,0
BPT,0.13668735,-0.13021514,-0.03429067,0.03254051,-0.026273537,0,0,0,1,0,0,0,0,0,0,0,0
BPTH,-0.14019533,-0.15766561,-0.060000323,0.16570477,0.08692427,0,0,0,0,0,1,0,0,0,0,0,0
BR,-0.018899655,0.17692053,0.002293468,0.039022613,0.19372559,0,1,0,0,0,0,0,0,0,0,0,0
BRAC,-0.105413005,-0.12073152,-0.053008936,0.15829232,0.10686056,0,0,0,0,0,0,1,0,0,0,0,0
BRACU,-0.049183417,-0.082270816,-0.034807015,-0.06254165,-0.10850427,0,0,0,0,0,0,1,0,0,0,0,0
BRBR,-0.05700474,-0.045258522,-0.089501545,-0.1035281,0.001270866,0,0,1,0,0,0,0,0,0,0,0,0
BRC,-0.08652513,0.005181766,0.19255976,0.049430035,-0.18334365,0,0,0,0,0,0,0,0,0,1,0,0
BREZ,-0.0791795,-0.026406407,-0.14203434,-0.115720056,0.16876853,0,0,0,0,0,0,1,0,0,0,0,0
BRFH,0.023438906,-0.1325525,0.08989473,-0.13552311,0.16267851,0,0,1,0,0,0,0,0,0,0,0,0
BRFS,0.019853521,0.19174135,0.041056253,0.003291416,-0.17780562,0,0,1,0,0,0,0,0,0,0,0,0
BRID,0.019401383,-0.0901258,-0.17748626,0.019707942,0.08134036,0,0,1,0,0,0,0,0,0,0,0,0
BRKH,0.023425603,0.10855703,-0.15188572,0.015701294,0.12672801,0,0,0,0,0,0,1,0,0,0,0,0
BRKHU,0.12266803,-0.10979064,0.1572133,-0.031324603,-0.004432321,0,0,0,0,0,0,1,0,0,0,0,0
BRKL,0.13225392,0.18671194,-0.13635293,0.055987835,0.19209783,0,0,0,0,1,0,0,0,0,0,0,0
BRKR,-0.13958494,0.19955662,0.03959856,-0.10813908,0.12399559,0,0,0,0,0,0,1,0,0,0,0,0
BRLT,-0.07350693,0.022204256,-0.040819786,-0.0316736,-0.10168614,0,1,0,0,0,0,0,0,0,0,0,0
BRN,-0.14845562,-0.10370283,-0.11255672,-0.13970235,-0.1298695,0,0,0,1,0,0,0,0,0,0,0,0
BRO,-0.12396171,0.024688458,0.15380597,0.18064709,0.105196096,0,0,0,0,1,0,0,0,0,0,0,0
BRT,-0.18143038,0.11257372,0.009918046,-0.07642953,0.045995094,0,0,0,0,0,0,0,0,1,0,0,0
BRTX,0.021804953,0.120268725,-0.1805413,0.03807237,-0.010399222,0,0,0,0,0,1,0,0,0,0,0,0
BRW,-0.09142425,0.17451052,0.110076524,0.1438075,0.06488516,0,0,0,0,1,0,0,0,0,0,0,0
BRY,0.038086273,0.051643897,0.1935282,0.1735421,0.012601877,0,0,0,1,0,0,0,0,0,0,0,0
BRZE,-0.14816885,0.17982909,0.007826519,-0.014781284,0.07494309,0,0,0,0,0,0,0,0,0,1,0,0
BSBR,0.12223444,-0.07222307,-0.1498696,0.14534862,-0.16530171,0,0,0,0,1,0,0,0,0,0,0,0
BSET,-0.18609509,-0.1193248,-0.051861834,0.09254851,-0.17038786,0,1,0,0,0,0,0,0,0,0,0,0
BSFC,0.062366176,-0.028707433,-0.14535825,0.09913447,0.11016977,0,0,1,0,0,0,0,0,0,0,0,0
BSGM,-0.19754264,-0.07941534,0.036579274,-0.14484017,-0.15258043,0,0,0,0,0,1,0,0,0,0,0,0
BSL,-0.09002733,0.0763185,-0.028369974,-0.090935685,-0.042063665,0,0,0,0,1,0,0,0,0,0,0,0
BSM,-0.19385207,0.1515716,-0.024475168,-0.030007338,0.05869422,0,0,0,1,0,0,0,0,0,0,0,0
BSRR,-0.19569853,0.1274071,-0.1508117,0.12885892,-0.13759668,0,0,0,0,1,0,0,0,0,0,0,0
BST,0.07053645,0.13061914,0.15427056,-0.17052169,-0.038988255,0,0,0,0,1,0,0,0,0,0,0,0
BSVN,0.07291587,0.043091156,0.096058466,-0.12950893,-0.067114905,0,0,0,0,1,0,0,0,0,0,0,0
BSX,-0.12605897,0.03744526,-0.16039827,-0.08025189,-0.1837649,0,0,0,0,0,1,0,0,0,0,0,0
BSY,-0.034405064,0.1366458,0.1147265,0.11343119,0.1635892,0,0,0,0,0,0,0,0,0,1,0,0
BTA,-0.08190606,-0.03913238,0.13530472,-0.1284301,0.18947092,0,0,0,0,1,0,0,0,0,0,0,0
BTAI,0.06596146,-0.049776364,0.0816129,0.19228621,-0.0354877,0,0,0,0,0,1,0,0,0,0,0,0
BTBD,0.000242734,0.19998369,0.016228724,0.16124813,0.020953894,0,1,0,0,0,0,0,0,0,0,0,0
BTBT,0.020516038,-0.076553866,0.06090603,0.19905941,0.16925082,0,0,0,0,1,0,0,0,0,0,0,0
BTCS,-0.18848631,-0.19363348,-0.11140537,-0.10545061,0.08855991,0,0,0,0,1,0,0,0,0,0,0,0
BTCY,0.003083515,-0.04496803,0.17624438,0.06387687,-0.028788734,0,0,0,0,0,1,0,0,0,0,0,0
BTE,-0.12848759,0.007002092,-0.117652915,0.07238662,0.14589942,0,0,1,0,0,0,0,0,0,0,0,0
BTMD,0.037881065,-0.016886378,-0.025501395,-0.03761635,0.031606436,0,0,0,0,0,1,0,0,0,0,0,0
BTO,0.18706377,0.09187279,-0.16818564,-0.0365597,0.091964364,0,0,0,0,1,0,0,0,0,0,0,0
BTOG,-0.18157406,-0.07345531,-0.014947891,-0.010945821,0.12591013,0,0,1,0,0,0,0,0,0,0,0,0
BTT,0.026674485,-0.025259208,-0.13690002,-0.116509244,-0.027032828,0,0,0,0,1,0,0,0,0,0,0,0
BTTX,-0.008314705,0.0716723,0.13705969,0.02319851,0.1032007,0,0,0,0,0,1,0,0,0,0,0,0
BTU,-0.10672741,-0.12741823,0.19968255,-0.12498744,-0.021374296,0,0,0,1,0,0,0,0,0,0,0,0
BTZ,-0.09030809,0.17248383,0.18215287,0.000854492,-0.07366741,0,0,0,0,1,0,0,0,0,0,0,0
BUI,-0.018332195,-0.00356729,0.12614608,-0.19326964,0.10181236,0,0,0,0,1,0,0,0,0,0,0,0
BUSE,0.099838495,-0.059883904,-0.1452673,-0.1452359,0.07382057,0,0,0,0,1,0,0,0,0,0,0,0
BV,0.18003412,0.1472069,-0.13490722,-0.0724406,0.08451011,0,1,0,0,0,0,0,0,0,0,0,0
BVS,0.1665208,-0.112118006,0.034123946,-0.040878247,0.18677886,0,0,0,0,0,1,0,0,0,0,0,0
BW,0.0520942,0.045423675,-0.19069584,0.020693993,-0.08851595,0,0,0,0,0,0,0,0,0,1,0,0
BWA,-0.05672753,0.08582082,-0.020229435,-0.090140745,-0.010709906,0,1,0,0,0,0,0,0,0,0,0,0
BWAQ,0.12306774,0.002159047,-0.15049246,0.15448733,-0.08628623,0,0,0,0,1,0,0,0,0,0,0,0
BWB,0.19586727,0.028865313,-0.06386213,0.15177386,0.00502243,0,0,0,0,1,0,0,0,0,0,0,0
BWBBP,-0.04053409,0.14333706,-0.047188163,-0.17865963,-0.10194695,0,0,0,0,1,0,0,0,0,0,0,0
BWEN,0.08974402,0.1931772,0.05266733,0.010998202,-0.124855734,0,0,0,0,0,0,1,0,0,0,0,0
BWFG,0.05839839,-0.1385059,0.11224411,-0.05448122,0.15091605,0,0,0,0,1,0,0,0,0,0,0,0
BWG,0.11502502,-0.09230173,-0.09963615,-0.006406141,0.052411247,0,0,0,0,1,0,0,0,0,0,0,0
BWMN,0.011701226,0.10308659,0.14565602,0.051915098,0.0647938,0,1,0,0,0,0,0,0,0,0,0,0
BWMX,-0.006015921,-0.071649574,0.08666613,-0.05514462,-0.08532319,0,1,0,0,0,0,0,0,0,0,0,0
BWNB,-0.12397883,-0.06345868,0.13971035,-0.11355519,0.062521026,0,0,0,0,0,0,1,0,0,0,0,0
BWSN,-0.08969519,0.02888844,0.15191057,0.06442032,-0.010247159,0,0,0,0,0,0,1,0,0,0,0,0
BX,0.19597673,-0.04413154,0.063216925,-0.13562104,0.091362044,0,0,0,0,1,0,0,0,0,0,0,0
BXC,0.06716955,0.034555364,0.16816017,-0.15922806,-0.036830164,0,1,0,0,0,0,0,0,0,0,0,0
BXMT,-0.17405176,0.1259609,-0.050673056,0.099530794,-0.15233317,0,0,0,0,0,0,0,0,1,0,0,0
BXMX,-0.04504285,0.16398087,0.17646942,0.14878185,-0.0704082,0,0,0,0,1,0,0,0,0,0,0,0
BXP,0.11961339,-0.15176904,-0.112373255,-0.013756609,-0.18419024,0,0,0,0,0,0,0,0,1,0,0,0
BY,-0.15132388,-0.10029034,0.07299571,-0.017853523,-0.11331508,0,0,0,0,1,0,0,0,0,0,0,0
BYD,-0.12804541,0.15364027,0.15135315,-0.1430885,0.08406677,0,1,0,0,0,0,0,0,0,0,0,0
BYFC,0.1641939,-0.15389171,0.03998983,-0.082649946,-0.04063022,0,0,0,0,1,0,0,0,0,0,0,0
BYM,0.08482079,-0.000468445,0.05302899,-0.084602974,0.15616617,0,0,0,0,1,0,0,0,0,0,0,0
BYND,0.002549625,0.049091674,0.1555151,0.08549698,0.11695824,0,0,1,0,0,0,0,0,0,0,0,0
BYRN,-0.11977656,-0.007636762,-0.1770558,-0.111648485,0.19488733,0,1,0,0,0,0,0,0,0,0,0,0
BYSI,-0.023157502,0.009290433,-0.09251394,0.07160983,0.076797344,0,0,0,0,0,1,0,0,0,0,0,0
BZFD,-0.07088117,-0.10999055,0.19664744,-0.087790325,-0.010962963,0,1,0,0,0,0,0,0,0,0,0,0
BZH,0.07801535,0.13712192,-0.042466115,0.05625422,0.19988592,0,1,0,0,0,0,0,0,0,0,0,0
C,-0.148942,0.13818315,0.13200137,-0.1563783,-0.15673447,0,0,0,0,1,0,0,0,0,0,0,0
CABA,0.04106574,-0.057804488,-0.06387975,0.0804837,0.14394002,0,0,0,0,0,1,0,0,0,0,0,0
CABO,0.03929291,-0.14010632,0.17039128,0.038734913,0.10414533,0,1,0,0,0,0,0,0,0,0,0,0
CAC,0.0721724,-0.07140169,-0.04499979,0.15554324,-0.054612875,0,0,0,0,1,0,0,0,0,0,0,0
CACC,-0.08321514,0.02176783,0.117294386,-0.111239746,0.029871106,0,0,0,0,1,0,0,0,0,0,0,0
CACI,0.0783515,-0.102732874,0.03378842,0.0833476,0.007725549,0,0,0,0,0,0,0,0,0,1,0,0
CADE,-0.0602592,-0.026632119,0.011933493,-0.10218539,0.008482886,0,0,0,0,1,0,0,0,0,0,0,0
CADL,-0.10485439,-0.11798501,-0.022988986,0.16731596,0.054133676,0,0,0,0,0,1,0,0,0,0,0,0
CAF,0.101347424,-0.064015746,0.174419,-0.16673248,-0.15331852,0,0,0,0,1,0,0,0,0,0,0,0
CAG,0.11323531,0.12014244,0.062237643,0.062912986,0.07645281,0,0,1,0,0,0,0,0,0,0,0,0
CAH,-0.19009185,0.17055663,-0.12795234,0.040586997,0.12518123,0,0,0,0,0,1,0,0,0,0,0,0
CAKE,0.021930147,0.14263456,-0.077147484,0.001318717,0.04338014,0,1,0,0,0,0,0,0,0,0,0,0
CAL,-0.02910924,0.18073297,-0.10515387,-0.028859615,-0.04443445,0,1,0,0,0,0,0,0,0,0,0,0
CALB,-0.14312561,0.11832082,0.16007435,-0.007441592,0.15379925,0,0,0,0,1,0,0,0,0,0,0,0
CALM,-0.033828475,0.057842135,-0.18752429,-0.16909361,0.13926892,0,0,1,0,0,0,0,0,0,0,0,0
CALX,-0.03333225,0.06065011,-0.05450642,-0.08508623,0.12763152,0,0,0,0,0,0,0,0,0,1,0,0
CAMP,-0.08173356,0.17132285,0.05114486,0.038254954,-0.06890814,0,1,0,0,0,0,0,0,0,0,0,0
CAPR,0.063102506,0.050602388,0.06037755,0.1117501,0.16174307,0,0,0,0,0,1,0,0,0,0,0,0
CAR,-0.009407759,0.16528642,-0.034076024,0.10126319,0.012138438,0,1,0,0,0,0,0,0,0,0,0,0
CARA,0.09949501,-0.14904657,0.06647146,0.1053318,-0.11848762,0,0,0,0,0,1,0,0,0,0,0,0
CARE,-0.0492877,-0.17223339,0.0793493,0.08936379,0.10055127,0,0,0,0,1,0,0,0,0,0,0,0
CARV,0.1474983,0.083481595,0.03297188,0.13961177,-0.080751084,0,0,0,0,1,0,0,0,0,0,0,0
CASH,0.1499954,-0.064126514,0.07880728,-0.18306422,0.045729637,0,0,0,0,1,0,0,0,0,0,0,0
CASI,0.066341475,-0.09226825,0.13177142,-0.10537939,-0.08914788,0,0,0,0,0,1,0,0,0,0,0,0
CASS,-0.087983325,0.11024134,-0.06730876,0.07802534,0.08811557,0,1,0,0,0,0,0,0,0,0,0,0
CASY,-0.10129754,-0.021192765,-0.13566947,-0.038137794,-0.056875993,0,0,0,0,0,0,0,1,0,0,0,0
CAT,0.1684922,0.107875034,-0.024892664,-0.14139716,-0.06247742,0,0,0,0,0,0,1,0,0,0,0,0
CATC,0.09594734,-0.06715953,0.05345397,-0.02065692,0.016783189,0,0,0,0,1,0,0,0,0,0,0,0
CATX,0.013318634,-0.14144409,0.16876057,0.040909935,-0.09878657,0,0,0,0,0,1,0,0,0,0,0,0
CATY,0.14552996,-0.059678055,-0.18353872,-0.06146009,-0.14189103,0,0,0,0,1,0,0,0,0,0,0,0
CBAN,-0.002090883,-0.16540632,0.117775105,0.053673267,0.14066169,0,0,0,0,1,0,0,0,0,0,0,0
CBD,0.16717699,-0.18565455,-0.03724563,0.105557345,-0.06874261,0,0,1,0,0,0,0,0,0,0,0,0
CBFV,-0.14637323,-0.041576434,0.016168118,-0.1839875,-0.1685389,0,0,0,0,1,0,0,0,0,0,0,0
CBH,-0.061215997,-0.08592639,0.05528269,0.07749955,-0.06198881,0,0,0,0,1,0,0,0,0,0,0,0
CBL,-0.048107624,-0.029833818,0.19793484,-0.09963484,0.18914852,0,0,0,0,0,0,0,0,1,0,0,0
CBNK,-0.08218026,0.18484262,-0.12642622,0.18303934,-0.08729322,0,0,0,0,1,0,0,0,0,0,0,0
CBRE,-0.05617864,0.052891802,-0.18493748,0.19947818,0.034380533,0,0,0,0,1,0,0,0,0,0,0,0
CBRG,0.090384625,0.011405635,-0.06582165,-0.13446243,-0.19509728,0,0,0,0,1,0,0,0,0,0,0,0
CBRGU,0.09596233,0.02160778,-0.17061098,0.045343686,0.10126054,0,0,0,0,1,0,0,0,0,0,0,0
CBRL,-0.10343599,-0.07312429,-0.09508355,0.13344292,-0.16297643,0,1,0,0,0,0,0,0,0,0,0,0
CBSH,0.19548929,0.033397414,-0.0872194,0.19655922,0.057830572,0,0,0,0,1,0,0,0,0,0,0,0
CBT,0.14506564,-0.0425385,0.06726658,0.1767967,0.104960725,0,0,0,0,0,0,1,0,0,0,0,0
CBU,0.11362436,-0.18251272,0.13129,-0.19062753,-0.073721245,0,0,0,0,1,0,0,0,0,0,0,0
CBZ,0.033603072,0.10633626,-0.09522913,0.097027615,-0.08686535,0,1,0,0,0,0,0,0,0,0,0,0
CC,0.038427304,-0.14186493,-0.003953266,0.19881053,0.1292835,0,0,0,0,0,0,1,0,0,0,0,0
CCAP,-0.08025245,-0.012581992,-0.066372775,-0.1874891,-0.14907596,0,0,0,0,0,0,1,0,0,0,0,0
CCB,-0.17439933,-0.19766,-0.18435797,0.02978487,0.005449915,0,0,0,0,1,0,0,0,0,0,0,0
CCBG,-0.059183788,0.09426725,0.01495943,0.06553428,-0.021760011,0,0,0,0,1,0,0,0,0,0,0,0
CCCC,-0.009661818,-0.091784164,-0.10282989,0.13065949,-0.03880074,0,0,0,0,0,1,0,0,0,0,0,0
CCCS,0.12748072,-0.19924422,0.09550376,-0.087033965,0.18421218,0,0,0,0,0,0,0,0,0,1,0,0
CCD,-0.17042816,-0.14833434,-0.049387265,0.12475042,-0.13605061,0,0,0,0,1,0,0,0,0,0,0,0
CCEL,-0.11832456,-0.18157539,0.17757902,0.104289986,-0.1377817,0,0,0,0,0,1,0,0,0,0,0,0
CCI,-0.093516305,-0.16326079,0.002691627,0.13199465,-0.009145141,0,0,0,0,0,0,0,0,1,0,0,0
CCK,0.063212916,-0.07325079,-0.029227257,-0.053022243,0.09266911,0,0,0,0,0,0,1,0,0,0,0,0
CCLD,-0.19020405,-0.05707643,-0.19543676,-0.022834396,0.12443457,0,0,0,0,0,1,0,0,0,0,0,0
CCLDO,0.12695579,0.05853305,0.17113528,-0.14131212,0.04040022,0,0,0,0,0,1,0,0,0,0,0,0
CCLDP,-0.14694929,0.058395766,0.16949388,0.18025954,-0.08144991,0,0,0,0,0,1,0,0,0,0,0,0
CCNE,0.11417761,-0.1887348,-0.19756392,0.16898957,0.17298882,0,0,0,0,1,0,0,0,0,0,0,0
CCO,0.19312806,-0.04608216,0.19978404,-0.004228043,0.10558269,0,1,0,0,0,0,0,0,0,0,0,0
CCOI,0.18397696,-0.01758647,-0.14089863,-0.18229207,-0.058637213,0,1,0,0,0,0,0,0,0,0,0,0
CCRD,-0.06752026,0.03742683,-0.124506995,0.08027287,0.090923406,0,0,0,0,0,0,0,0,0,1,0,0
CCRN,0.00840013,0.07271574,-0.08099921,-0.09774892,0.09438343,0,1,0,0,0,0,0,0,0,0,0,0
CCS,0.159134,-0.092940524,-0.15615249,0.10988102,0.07491062,0,1,0,0,0,0,0,0,0,0,0,0
CCSI,-0.13463338,0.10233901,-0.10939777,0.000978756,0.12724516,0,0,0,0,0,0,0,0,0,1,0,0
CCTS,-0.043004703,0.091740154,0.002450872,-0.058137774,-0.1361289,0,0,0,0,1,0,0,0,0,0,0,0
CCTSU,-0.046316814,0.094427034,-0.14138444,-0.15155499,0.021100402,0,0,0,0,1,0,0,0,0,0,0,0
CCZ,0.006697726,0.07272668,-0.09651311,-0.119518206,0.049904108,0,1,0,0,0,0,0,0,0,0,0,0
CDAQ,-0.06972208,-0.05040543,0.0751348,-0.16159835,-0.18366578,0,0,0,0,1,0,0,0,0,0,0,0
CDAQU,0.04681332,-0.035342287,-0.0763617,-0.07512798,-0.080053136,0,0,0,0,1,0,0,0,0,0,0,0
CDE,0.19134808,-0.19764975,-0.014515495,-0.15233764,-0.026506018,1,0,0,0,0,0,0,0,0,0,0,0
CDIO,-0.11489294,0.024751116,-0.024807716,-0.044928886,0.13031594,0,0,0,0,0,1,0,0,0,0,0,0
CDLX,-0.123695634,-0.038827945,-0.017787647,-0.084403135,0.17207277,0,1,0,0,0,0,0,0,0,0,0,0
CDMO,-0.17782617,0.11164148,0.0647017,-0.16560042,-0.120746754,0,0,0,0,0,1,0,0,0,0,0,0
CDNA,0.11336539,0.18131116,-0.124421716,-0.09122489,-0.104805425,0,0,0,0,0,1,0,0,0,0,0,0
CDNS,-0.11928143,-0.11235335,0.12311127,0.0786824,0.16091427,0,0,0,0,0,0,0,0,0,1,0,0
CDTX,0.088631675,-0.1353127,-0.11344018,0.03454404,0.13161528,0,0,0,0,0,1,0,0,0,0,0,0
CDW,-0.18791232,0.03670492,0.03893435,-0.17271003,0.06008489,0,1,0,0,0,0,0,0,0,0,0,0
CDXC,0.1132658,-0.15508552,-0.12867537,0.11398475,0.04298694,0,0,0,0,0,1,0,0,0,0,0,0
CDXS,-0.1319079,-0.08095267,-0.016329193,-0.051737428,-0.13195026,0,0,0,0,0,1,0,0,0,0,0,0
CDZI,0.19446452,-0.12804773,-0.048649598,0.17923597,-0.12011061,0,0,0,0,0,0,0,0,0,0,0,1
CDZIP,-0.15617304,0.18968832,0.06860559,-0.022779202,-0.09264207,0,0,0,0,0,0,0,0,0,0,0,1
CE,-0.15103647,-0.13382061,0.069970824,-0.15240791,0.15214196,0,0,0,0,0,0,1,0,0,0,0,0
CEAD,0.09796023,0.043366693,-0.11681054,0.07264433,0.09735994,0,0,0,0,0,0,1,0,0,0,0,0
CECO,0.012190032,-0.019445514,0.15796714,-0.07451026,0.028995823,0,0,0,0,0,0,1,0,0,0,0,0
CEE,-0.15022361,0.14646816,-0.06816914,-0.19093843,0.09152224,0,0,0,0,1,0,0,0,0,0,0,0
CEG,-0.19871692,-0.102204874,0.06955645,-0.06337962,-0.17828357,0,0,0,0,0,0,0,0,0,0,0,1
CEI,-0.02162845,0.0631567,0.020723438,-0.04603503,0.035419703,0,0,0,1,0,0,0,0,0,0,0,0
CELC,-0.19828689,-0.19319002,0.001684117,0.1886659,0.011325741,0,0,0,0,0,1,0,0,0,0,0,0
CELH,0.15651102,-0.18060216,-0.10129087,-0.12315433,0.041366912,0,0,1,0,0,0,0,0,0,0,0,0
CELU,0.13488407,0.17734484,-0.1812572,0.09730153,-0.13024333,0,0,0,0,0,1,0,0,0,0,0,0
CELZ,0.056413054,0.086573265,0.13533552,0.05027311,0.083176516,0,0,0,0,0,1,0,0,0,0,0,0
CEM,0.098512724,-0.10026355,-0.15034,0.1526982,-0.06727495,0,0,0,0,1,0,0,0,0,0,0,0
CENX,-0.07678564,0.093396306,0.000522971,-0.053451158,-0.08083415,0,0,0,0,0,0,1,0,0,0,0,0
CERE,-0.1497387,0.14716141,-0.033957053,0.044971656,0.05953877,0,0,0,0,0,1,0,0,0,0,0,0
CERS,0.035812236,-0.076627396,-0.017907882,-0.16876109,-0.0792923,0,0,0,0,0,1,0,0,0,0,0,0
CERT,0.078459285,0.04905186,0.023979878,-0.07726648,-0.15741012,0,0,0,0,0,0,0,0,0,1,0,0
CET,-0.058253933,-0.19850981,-0.031977654,-0.07009916,0.010733152,0,0,0,0,1,0,0,0,0,0,0,0
CETX,-0.01042633,0.060338594,-0.11306729,-0.15932074,-0.17489469,0,0,0,0,0,0,0,0,0,1,0,0
CETXP,-0.17983994,0.06337335,-0.14167693,-0.16481452,0.19291767,0,0,0,0,0,0,0,0,0,1,0,0
CEV,-0.006666017,0.033408187,0.15771571,0.107934736,-0.0892787,0,0,0,0,1,0,0,0,0,0,0,0
CEVA,-0.07106602,0.13397774,-0.16889188,0.15836139,0.110013984,0,0,0,0,0,0,0,0,0,1,0,0
CF,-0.07241218,0.0979713,0.17177014,-0.09638564,-0.067528725,0,0,0,0,0,0,1,0,0,0,0,0
CFB,0.08531606,0.04859221,-0.18461128,0.02518313,0.024356913,0,0,0,0,1,0,0,0,0,0,0,0
CFBK,-0.18404576,0.14265963,-0.10904362,-0.06374633,0.13710849,0,0,0,0,1,0,0,0,0,0,0,0
CFFI,0.1891156,1.45E-05,0.010086822,-0.17784318,-0.106318876,0,0,0,0,1,0,0,0,0,0,0,0
CFFN,-0.11219835,-0.067528985,-0.008899117,-0.05600486,0.14980224,0,0,0,0,1,0,0,0,0,0,0,0
CFFS,-0.12798452,-0.08014126,0.1720264,-0.12992585,0.06375253,0,0,0,0,0,0,1,0,0,0,0,0
CFFSU,-0.11447275,0.11229744,0.16667803,0.003089261,0.19063199,0,0,0,0,0,0,1,0,0,0,0,0
CFG,0.03321719,-0.1832554,0.05785954,-0.024207305,-0.15052107,0,0,0,0,1,0,0,0,0,0,0,0
CFLT,-0.027339935,-0.096137024,0.021719242,0.11885066,0.021019172,0,0,0,0,0,0,0,0,0,1,0,0
CFR,-0.062198065,0.09940543,0.10132384,-0.11653657,0.017149711,0,0,0,0,1,0,0,0,0,0,0,0
CFSB,0.19127691,0.19648,-0.005676436,0.17581001,0.000520897,0,0,0,0,1,0,0,0,0,0,0,0
CG,0.19717464,-0.09707816,0.07736178,-0.13113685,0.13363354,0,0,0,0,1,0,0,0,0,0,0,0
CGBD,0.14472625,0.061225414,-0.18242648,0.003755951,-0.033227276,0,0,0,0,1,0,0,0,0,0,0,0
